accession,genename,GOIDs,localizations,organism,type
P06685,Atp1a1,GO:0002026; GO:0002028; GO:0005391; GO:0005524; GO:0005768; GO:0005783; GO:0005794; GO:0005886; GO:0005890; GO:0005901; GO:0006813; GO:0006814; GO:0006883; GO:0008217; GO:0010248; GO:0014069; GO:0014704; GO:0015988; GO:0016020; GO:0016021; GO:0016323; GO:0016324; GO:0016791; GO:0019901; GO:0019904; GO:0030007; GO:0030315; GO:0030424; GO:0030506; GO:0030955; GO:0031402; GO:0031947; GO:0036376; GO:0042383; GO:0042493; GO:0043531; GO:0043548; GO:0045121; GO:0045822; GO:0045823; GO:0045989; GO:0051087; GO:0055085; GO:0055119; GO:0060048; GO:0060081; GO:0071260; GO:0071383; GO:0086004; GO:0086009; GO:1902600; GO:1903416; GO:1990239; GO:1990573,Cell membrane; Sarcolemma; Cell projection; Axon,Rattus norvegicus (Rat),In NodeList Only
Q5SQX6,Cyfip2,GO:0000902; GO:0005634; GO:0005737; GO:0006915; GO:0007411; GO:0030031; GO:0030054; GO:0031175; GO:0043005; GO:0045202; GO:0045862; GO:0048471; GO:0051388; GO:0097202; GO:0097484; GO:0098609,Cytoplasm; Nucleus; Perinuclear region; Cell junction; Synapse; Synaptosome,Mus musculus (Mouse),In NodeList Only
Q9JHU4,Dync1h1,GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832,Cytoplasm; Cytoskeleton,Mus musculus (Mouse),In NodeList Only
Q8K310,Matr3,GO:0001825; GO:0002218; GO:0003170; GO:0003281; GO:0005634; GO:0005737; GO:0008270; GO:0010608; GO:0016363; GO:0035198; GO:0042802; GO:0045087,Nucleus matrix,Mus musculus (Mouse),In NodeList Only
P59215,Gnao1,GO:0001664; GO:0003924; GO:0005102; GO:0005525; GO:0005834; GO:0007186; GO:0007188; GO:0007212; GO:0007568; GO:0007626; GO:0008016; GO:0010243; GO:0014070; GO:0016020; GO:0019003; GO:0030425; GO:0030900; GO:0031175; GO:0031683; GO:0031821; GO:0031852; GO:0032794; GO:0032991; GO:0034097; GO:0042475; GO:0042493; GO:0042542; GO:0043005; GO:0043209; GO:0043278; GO:0043547; GO:0044297; GO:0044877; GO:0046872; GO:0051430; GO:0051926,Cell membrane; Membrane,Rattus norvegicus (Rat),In NodeList Only
Q62940,Nedd4,GO:0000209; GO:0004842; GO:0005737; GO:0005886; GO:0005902; GO:0006511; GO:0006622; GO:0006955; GO:0007528; GO:0008022; GO:0014894; GO:0016567; GO:0030948; GO:0031175; GO:0031623; GO:0032801; GO:0043161; GO:0043197; GO:0045121; GO:0045732; GO:0048814; GO:0050807; GO:0061630; GO:0070534; GO:0098978; GO:0099149; GO:0099576; GO:2000650,Cytoplasm; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
P60879,Snap25,GO:0000149; GO:0005249; GO:0005484; GO:0005737; GO:0005768; GO:0005802; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006906; GO:0007269; GO:0007616; GO:0007626; GO:0008021; GO:0008076; GO:0008306; GO:0010975; GO:0015629; GO:0016020; GO:0016079; GO:0016082; GO:0016197; GO:0017022; GO:0017075; GO:0019904; GO:0019905; GO:0030027; GO:0030054; GO:0030175; GO:0030424; GO:0030426; GO:0030431; GO:0031083; GO:0031201; GO:0031234; GO:0031629; GO:0031915; GO:0035493; GO:0036477; GO:0042734; GO:0043005; GO:0043025; GO:0043209; GO:0043229; GO:0044295; GO:0044325; GO:0045121; GO:0045202; GO:0046887; GO:0047485; GO:0048306; GO:0048471; GO:0048787; GO:0048791; GO:0060291; GO:0070032; GO:0070033; GO:0070044; GO:0070201; GO:0098794; GO:0098967; GO:0098978; GO:0099026; GO:0099590; GO:1990926,Cytoplasm; Perinuclear region; Cell membrane; Cell junction; Synapse; Synaptosome,Mus musculus (Mouse),In NodeList Only
Q9EQP2,Ehd4,GO:0005509; GO:0005524; GO:0005525; GO:0005783; GO:0005886; GO:0006907; GO:0030100; GO:0031901; GO:0032456; GO:0048471; GO:0050731; GO:0051260; GO:0055038; GO:0071363,Early endosome membrane; Recycling endosome membrane; Cell membrane,Mus musculus (Mouse),In NodeList Only
Q9Z2Q1,Sec31a,GO:0000139; GO:0005198; GO:0005768; GO:0005789; GO:0006886; GO:0006888; GO:0007029; GO:0030127; GO:0030134; GO:0070971; GO:0090110; GO:0090114,Cytoplasm; Cytoplasmic vesicle; COPII-coated vesicle membrane; Endoplasmic reticulum membrane,Rattus norvegicus (Rat),In NodeList Only
Q7TPH6,Mycbp2,GO:0005085; GO:0005634; GO:0005737; GO:0008045; GO:0008270; GO:0008536; GO:0015630; GO:0016567; GO:0021785; GO:0021952; GO:0030424; GO:0031398; GO:0032880; GO:0032922; GO:0042177; GO:0042803; GO:0043231; GO:0048667; GO:0050905; GO:0051493; GO:0061630; GO:1902667,Nucleus; Cell projection; Axon; Cytoplasm; Cytoskeleton,Mus musculus (Mouse),In NodeList Only
Q8BMK4,Ckap4,GO:0005783; GO:0005789; GO:0005791; GO:0005811; GO:0005829; GO:0005856; GO:0005886; GO:0009986; GO:0016021; GO:0016607; GO:0036464; GO:0048471,Endoplasmic reticulum membrane; Cell membrane; Cytoplasm; Cytoskeleton; Perinuclear region,Mus musculus (Mouse),In NodeList Only
Q4AEF8,Copg1,GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006891; GO:0009306; GO:0016020; GO:0030126; GO:0051683; GO:0072384,Cytoplasm; Cytosol; Golgi apparatus membrane; Cytoplasmic vesicle; COPI-coated vesicle membrane,Rattus norvegicus (Rat),In NodeList Only
P29315,Rnh1,GO:0005737,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q4FZT9,Psmd2,GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161,,Rattus norvegicus (Rat),In NodeList Only
P16086,Sptan1,GO:0003779; GO:0005509; GO:0005516; GO:0005829; GO:0005886; GO:0008091; GO:0019905; GO:0030507; GO:0031532; GO:0032991; GO:0044877; GO:0051693,Cytoplasm; Cytoskeleton; Cell cortex,Rattus norvegicus (Rat),In NodeList Only
Q99104,Myo5a,GO:0000146; GO:0000149; GO:0001726; GO:0001750; GO:0003774; GO:0003779; GO:0005509; GO:0005516; GO:0005524; GO:0005737; GO:0005764; GO:0005769; GO:0005770; GO:0005777; GO:0005790; GO:0005794; GO:0005829; GO:0005882; GO:0005884; GO:0006582; GO:0006887; GO:0006892; GO:0007268; GO:0007601; GO:0008021; GO:0016020; GO:0016192; GO:0016459; GO:0016461; GO:0017075; GO:0017137; GO:0017157; GO:0019901; GO:0030048; GO:0030050; GO:0030073; GO:0030141; GO:0030318; GO:0030424; GO:0030425; GO:0031585; GO:0031987; GO:0032252; GO:0032400; GO:0032402; GO:0032433; GO:0032593; GO:0032869; GO:0042438; GO:0042470; GO:0042476; GO:0042552; GO:0042641; GO:0042642; GO:0042759; GO:0042802; GO:0043005; GO:0043008; GO:0043025; GO:0043473; GO:0046982; GO:0046983; GO:0048066; GO:0048306; GO:0048820; GO:0050808; GO:0051015; GO:0051643; GO:0055037; GO:0072659; GO:0097718; GO:0098685; GO:0098794; GO:0098871; GO:0098978; GO:0099089; GO:0099566; GO:0099640; GO:1900078; GO:1903078; GO:1904754; GO:1990904,,Mus musculus (Mouse),In NodeList Only
Q8BFY9,Tnpo1,GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0008536; GO:0061608,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P40329,Rars,GO:0000049; GO:0004814; GO:0005524; GO:0005654; GO:0005829; GO:0006420; GO:0017101; GO:0034618,Cytoplasm; Cytosol,Rattus norvegicus (Rat),In NodeList Only
A6H6A9,Rabgap1l,GO:0005096; GO:0005634; GO:0005769; GO:0005794; GO:0005929; GO:0006886; GO:0006897; GO:0017137; GO:0032880; GO:0035855; GO:0090630,Early endosome; Golgi apparatus,Mus musculus (Mouse),In NodeList Only
Q9Z0U4,Gabbr1,GO:0001649; GO:0004965; GO:0005615; GO:0005789; GO:0005887; GO:0007193; GO:0007194; GO:0007214; GO:0008021; GO:0008134; GO:0008285; GO:0014048; GO:0014049; GO:0014053; GO:0030054; GO:0030673; GO:0031966; GO:0032811; GO:0033602; GO:0035094; GO:0038039; GO:0043005; GO:0043025; GO:0043197; GO:0043198; GO:0043204; GO:0043231; GO:0045121; GO:0045471; GO:0046982; GO:0050805; GO:0060124; GO:0097060; GO:0098978; GO:0098982; GO:0099055; GO:0099056; GO:0150099; GO:1902710; GO:1990430,Cell membrane; Cell junction; Synapse; Postsynaptic cell membrane; Cell projection; Dendrite; Perikaryon,Rattus norvegicus (Rat),In NodeList Only
Q6URW6,Myh14,GO:0000146; GO:0001725; GO:0003009; GO:0005516; GO:0005524; GO:0005737; GO:0005903; GO:0007519; GO:0007605; GO:0008360; GO:0016459; GO:0016460; GO:0016887; GO:0019228; GO:0030048; GO:0030424; GO:0030426; GO:0030898; GO:0031032; GO:0042641; GO:0043209; GO:0051015; GO:0070584; GO:0071625; GO:0097513,,Mus musculus (Mouse),In NodeList Only
Q3UGY8,Arfgef3,GO:0005086; GO:0010923; GO:0016021; GO:0030658; GO:0032012,Cytoplasmic vesicle; Secretory vesicle; Secretory vesicle membrane,Mus musculus (Mouse),In NodeList Only
Q9EQG6,Kidins220,GO:0005770; GO:0005829; GO:0010976; GO:0016021; GO:0019887; GO:0019901; GO:0030165; GO:0032991; GO:0038180; GO:1990090,Membrane; Late endosome,Rattus norvegicus (Rat),In NodeList Only
P21575,Dnm1,GO:0001917; GO:0002031; GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0005794; GO:0005874; GO:0005886; GO:0006898; GO:0007032; GO:0008017; GO:0008021; GO:0008022; GO:0014069; GO:0016020; GO:0016185; GO:0017124; GO:0019901; GO:0030117; GO:0030424; GO:0031410; GO:0031623; GO:0031749; GO:0032991; GO:0042802; GO:0043196; GO:0043197; GO:0044327; GO:0044877; GO:0045202; GO:0045211; GO:0050803; GO:0050804; GO:0050998; GO:0098684; GO:0098835; GO:0098844; GO:0098884; GO:0098978; GO:1900242; GO:1900244; GO:1901998; GO:1903423; GO:1904645,Cytoplasm; Cytoskeleton; Golgi apparatus,Rattus norvegicus (Rat),In NodeList Only
Q920R4,Gprasp1,GO:0005634; GO:0005737; GO:0008333; GO:1990172,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q6NZL0,Soga3,GO:0005615; GO:0010506; GO:0016021,Membrane,Mus musculus (Mouse),In NodeList Only
Q80U95,Ube3c,GO:0000209; GO:0004842; GO:0005634; GO:0006511; GO:0061631,Nucleus,Mus musculus (Mouse),In NodeList Only
P11505,Atp2b1,GO:0001772; GO:0001818; GO:0003056; GO:0003407; GO:0005388; GO:0005516; GO:0005524; GO:0005634; GO:0006874; GO:0007420; GO:0007568; GO:0008217; GO:0009409; GO:0009898; GO:0016323; GO:0016324; GO:0016887; GO:0030054; GO:0030165; GO:0030501; GO:0032590; GO:0032591; GO:0032809; GO:0045121; GO:0045177; GO:0046872; GO:0051480; GO:0051481; GO:0051928; GO:0071305; GO:0071386; GO:0098978; GO:0098982; GO:0099059; GO:1900076; GO:1901660; GO:1905056; GO:1990034,Cell membrane; Basolateral cell membrane; Cell junction; Synapse,Rattus norvegicus (Rat),In NodeList Only
Q9EPK7,Xpo7,GO:0005049; GO:0005634; GO:0005643; GO:0005737; GO:0006611; GO:0006913; GO:0008536; GO:0051028,Cytoplasm; Nucleus; Nuclear pore complex,Mus musculus (Mouse),In NodeList Only
O08599,Stxbp1,GO:0000149; GO:0002576; GO:0003006; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006904; GO:0007269; GO:0007274; GO:0007412; GO:0010807; GO:0015031; GO:0016082; GO:0016188; GO:0017075; GO:0019901; GO:0019904; GO:0019905; GO:0030424; GO:0031091; GO:0031333; GO:0031338; GO:0031629; GO:0032229; GO:0032355; GO:0032991; GO:0035493; GO:0042802; GO:0043209; GO:0043274; GO:0043306; GO:0043524; GO:0045335; GO:0045921; GO:0045956; GO:0047485; GO:0048471; GO:0048787; GO:0050821; GO:0060292; GO:0070527; GO:0071346; GO:0072659; GO:0098793; GO:0098794; GO:0098891; GO:0098978; GO:0099525; GO:0106022; GO:1903296; GO:2000367,Cytoplasm; Cytosol; Membrane,Mus musculus (Mouse),In NodeList Only
Q8VEM8,Slc25a3,GO:0005315; GO:0005739; GO:0005743; GO:0015293; GO:0031305; GO:0035435; GO:0043209; GO:0044877,Mitochondrion inner membrane,Mus musculus (Mouse),In NodeList Only
P97526,Nf1,GO:0000165; GO:0001649; GO:0001656; GO:0001666; GO:0001889; GO:0001952; GO:0005096; GO:0005634; GO:0005730; GO:0005737; GO:0006469; GO:0007154; GO:0007265; GO:0007406; GO:0007420; GO:0007422; GO:0007507; GO:0008017; GO:0008429; GO:0008542; GO:0010976; GO:0014037; GO:0014044; GO:0014065; GO:0014069; GO:0016020; GO:0021510; GO:0021897; GO:0021987; GO:0022011; GO:0030036; GO:0030198; GO:0030199; GO:0030325; GO:0030424; GO:0030425; GO:0031210; GO:0032991; GO:0042060; GO:0043005; GO:0043065; GO:0043087; GO:0043407; GO:0043409; GO:0043473; GO:0043525; GO:0043547; GO:0045124; GO:0045545; GO:0045664; GO:0045685; GO:0045762; GO:0045765; GO:0048147; GO:0048485; GO:0048593; GO:0048715; GO:0048745; GO:0048844; GO:0048853; GO:0071549; GO:1990090,Nucleus; Nucleolus,Rattus norvegicus (Rat),In NodeList Only
P08354,gE,GO:0016021; GO:0019031; GO:0044156; GO:0044175; GO:0044178; GO:0055036,Virion membrane; Host cell membrane; Host cell junction; Host Golgi apparatus membrane; Host endosome membrane,Suid herpesvirus 1 (strain Rice) (SuHV-1),In NodeList Only
Q64568,Atp2b3,GO:0003407; GO:0005388; GO:0005516; GO:0005524; GO:0006874; GO:0007420; GO:0030165; GO:0045121; GO:0046872; GO:0051480; GO:0098688; GO:0098978; GO:0099056,Cell membrane,Rattus norvegicus (Rat),In NodeList Only
O55029,Copb2,GO:0000139; GO:0005080; GO:0005198; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126; GO:1901998,Cytoplasm; Cytosol; Golgi apparatus membrane; Cytoplasmic vesicle; COPI-coated vesicle membrane,Mus musculus (Mouse),In NodeList Only
Q64310,Surf4,GO:0000139; GO:0005789; GO:0005793; GO:0007030; GO:0010638; GO:0016021; GO:0033116,Endoplasmic reticulum membrane; Endoplasmic reticulum-Golgi intermediate compartment membrane; Golgi apparatus membrane,Mus musculus (Mouse),In NodeList Only
P21533,Rpl6,GO:0000027; GO:0000049; GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005791; GO:0022625; GO:0031672; GO:0042788; GO:1990932,Cytoplasm; Cytosol; Rough endoplasmic reticulum,Rattus norvegicus (Rat),In NodeList Only
Q11011,Npepps,GO:0004177; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006; GO:0071456,Cytoplasm; Cytosol; Nucleus,Mus musculus (Mouse),In NodeList Only
Q4G017,Nisch,GO:0005178; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0006006; GO:0006915; GO:0008217; GO:0016601; GO:0019901; GO:0030036; GO:0030336; GO:0032228; GO:0035091; GO:0042802; GO:0048243; GO:0055037,Cell membrane; Cytoplasm; Early endosome; Recycling endosome,Rattus norvegicus (Rat),In NodeList Only
P11442,Cltc,GO:0000278; GO:0005198; GO:0005819; GO:0006886; GO:0006898; GO:0006914; GO:0007030; GO:0008022; GO:0030118; GO:0030130; GO:0030132; GO:0030315; GO:0030506; GO:0030669; GO:0031072; GO:0032051; GO:0042277; GO:0042383; GO:0042470; GO:0043195; GO:0045334; GO:0048268; GO:0048488; GO:0071439; GO:0098850; GO:1900126,Cytoplasmic vesicle membrane; Membrane; Coated pit; Melanosome; Cytoplasm; Cytoskeleton; Spindle,Rattus norvegicus (Rat),In NodeList Only
Q9ER24,Atxn10,GO:0005737; GO:0005829; GO:0005886; GO:0019899; GO:0030425; GO:0031175; GO:0042802; GO:0043025; GO:0048471; GO:0060271; GO:0070207,Cytoplasm; Perinuclear region,Rattus norvegicus (Rat),In NodeList Only
O35547,Acsl4,GO:0003996; GO:0004467; GO:0005524; GO:0005777; GO:0005811; GO:0006631; GO:0007584; GO:0015908; GO:0019432; GO:0031957; GO:0031966; GO:0032024; GO:0035338; GO:0043025; GO:0044233; GO:0047676; GO:0060136; GO:0060996; GO:0070672; GO:0102391,Mitochondrion outer membrane; Peroxisome membrane; Microsome membrane; Endoplasmic reticulum membrane; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
P97564,Gpam,GO:0004366; GO:0005739; GO:0005741; GO:0005886; GO:0006072; GO:0006631; GO:0008654; GO:0009750; GO:0010867; GO:0014823; GO:0016021; GO:0016024; GO:0019432; GO:0031667; GO:0031966; GO:0032869; GO:0046686; GO:0102420,Mitochondrion outer membrane,Rattus norvegicus (Rat),In NodeList Only
Q91ZU6,Dst,GO:0001725; GO:0003779; GO:0005198; GO:0005509; GO:0005634; GO:0005635; GO:0005737; GO:0005789; GO:0005882; GO:0005925; GO:0005938; GO:0007155; GO:0007409; GO:0008017; GO:0008090; GO:0009898; GO:0014069; GO:0014704; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0030018; GO:0030056; GO:0030424; GO:0031110; GO:0031122; GO:0031410; GO:0031581; GO:0031673; GO:0035371; GO:0042060; GO:0042383; GO:0042803; GO:0045104; GO:0046907; GO:0048471; GO:0051010; GO:0060053; GO:0097038; GO:1904115,Cytoplasm; Cytoskeleton; Stress fiber; Cell projection; Axon; Cell membrane; Sarcolemma; Myofibril; Sarcomere; Z line; H zone; Cell junction; Hemidesmosome; Nucleus; Nucleus envelope; Membrane; Endoplasmic reticulum membrane; Cell cortex,Mus musculus (Mouse),In NodeList Only
Q07647,Slc2a3,GO:0005355; GO:0005536; GO:0005737; GO:0005886; GO:0005887; GO:0005901; GO:0009749; GO:0015145; GO:0015749; GO:0016021; GO:0016936; GO:0019900; GO:0021987; GO:0030672; GO:0033222; GO:0033300; GO:0042995; GO:0043066; GO:0043204; GO:0046323; GO:0055056; GO:0070837; GO:0098978; GO:0099699; GO:1904016; GO:1904659,Cell membrane; Perikaryon; Cell projection,Rattus norvegicus (Rat),In NodeList Only
P59764,Dock4,GO:0005085; GO:0005096; GO:0005730; GO:0005794; GO:0005829; GO:0005886; GO:0007264; GO:0016020; GO:0017124; GO:0030165; GO:0030971; GO:0032420; GO:0032421; GO:0048365; GO:0060326; GO:1904694; GO:1904754,Cell membrane; Cytoplasm; Cytosol,Mus musculus (Mouse),In NodeList Only
Q64232,Tecr,GO:0005783; GO:0006665; GO:0006694; GO:0016491; GO:0030176; GO:0030497; GO:0042761; GO:0102758,Endoplasmic reticulum membrane,Rattus norvegicus (Rat),In NodeList Only
Q8CIE6,Copa,GO:0000139; GO:0005179; GO:0005198; GO:0005615; GO:0005737; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126; GO:0030157,Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle; COPI-coated vesicle membrane; Secreted,Mus musculus (Mouse),In NodeList Only
