accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
Q9H307,PNN,32668132.8,33100015.51,30237261.44,29127210.24,31283155
Q8IXB1,DNAJC10,44426981.89,41524508.84,41598898.5,42238599.04,42447247.07
P35606,COPB2,351716859,357796742.3,328561414.7,309219956.7,336823743.2
Q01167,FOXK2,1136515.258,1526049.507,1128332.697,1043068.983,1208491.611
P35613,BSG,143430455.4,180060863,168641795.5,142187694.5,158580202.1
O96011,LOC101060567; PEX11B,12285241.2,13716027.65,16894078.46,17730800.25,15156536.89
Q9HCU0,CD248,18115683.34,16463530.12,12623935.12,10862443.38,14516397.99
Q99613,EIF3C,258871752.5,239374508.3,219816384.4,210796850.9,232214874
P56545,CTBP2,18995460.23,24420925.6,29143789.66,25756614.37,24579197.47
Q8TCT9,HM13,111388127.1,124837896.9,134595311,119868903.1,122672559.5
Q9NWS0,PIH1D1,4417177.933,6727557.503,6553007.925,5731529.773,5857318.284
P49590,HARS2,5547256.666,5725438.946,5201893.108,4748158.781,5305686.875
P00505,GOT2,226745584.3,269415629,311871333.8,362648539.3,292670271.6
Q8TDP1,RNASEH2C,924904.6744,1159745.119,1007038.579,949195.2891,1010220.915
P39748,FEN1,33345427.7,45037962.15,38461961.13,35522148.06,38091874.76
Q5JRX3,PITRM1,94242737.35,88388546.85,93967792.22,102800012.4,94849772.2
O15085,ARHGEF11,2127523.013,2684044.752,2147690.203,2546458.789,2376429.189
Q9UK45,LSM7,10316393.08,10826513.9,10543161.78,12511338.25,11049351.75
P34896,SHMT1,910226.6978,3447949.398,4462017.142,2224067.837,2761065.268
O43824,GTPBP6,4195924.219,3684783.36,1987158.855,2424072.291,3072984.681
Q9BUR5,APOO,6345926.281,9347138.854,12567225.64,14541225.29,10700379.02
P17480,UBTF,28026021.15,27138735.54,24762475.2,22617034.16,25636066.52
Q14980,NUMA1,145955146.2,129073281.3,130936838.1,117237451.3,130800679.2
Q9UBP4,DKK3,12329071.29,12369712.34,10491971.46,7284312.357,10618766.86
Q53H12,AGK,32077939.29,42597240.08,48826607.1,53797055.61,44324710.52
P01112,HRAS,5840321.604,6343757.816,5944534.269,5786885.662,5978874.838
Q5TC12,ATPAF1,2192971.414,2533372.369,3221836.394,2929878.727,2719514.726
P23284,PPIB,1927012988,2194321529,2283560518,2271008991,2168976006
Q08170,SRSF4,6551925.563,6682086.847,6556388.995,6226666.271,6504266.919
O43159,RRP8,6291602.111,5872310.067,5068933.248,4957416.499,5547565.481
Q13107,USP4,3141737.823,4311778.229,4040458.033,3991063.091,3871259.294
Q15125,EBP,4713985.666,8966449.209,11356910.83,13857980.83,9723831.634
O00391,QSOX1,21612488.36,22181498.68,26880028.18,29725023.59,25099759.7
O43148,RNMT,10352776.35,12633978.2,19018185.47,20542112.69,15636763.18
Q05707,COL14A1,397583.9907,658277.8244,1074924.211,1653323.952,946027.4944
O95864,FADS2,40348184.09,60823956.11,34482087.69,18096361.95,38437647.46
Q9BX40,LSM14B,5409169.375,8016128.999,7400466.21,8033002.483,7214691.767
Q8TD16,BICD2,9870543.844,11536331.53,9759820.638,9561763.131,10182114.79
O75643,SNRNP200,253617139.1,275993155.8,281189644.5,273924776.7,271181179
Q92544,TM9SF4,38180572.51,37982170.89,35265320.09,32704689.53,36033188.25
P07951,TPM2,38756194.56,13667927.95,8948127.074,10949834.19,18080520.94
Q92552,MRPS27,30772905.93,26407894.52,27608154.07,28411371.16,28300081.42
Q4VC31,CCDC58,8855408.932,12251488.67,14686611.26,16023040.13,12954137.25
P83876,TXNL4A,1397888.643,3726192.445,2301881.79,4360902.361,2946716.31
O14495,PPAP2B; PLPP3,13149124.61,17991141.52,23072844.05,20883324.73,18774108.73
Q9P289,MST4; STK26,1803409.02,2378547.98,2206642.38,2385038.666,2193409.511
Q9BWF3,RBM4,64052119.88,68585930.66,58438134.67,62687517.71,63440925.73
Q14161,GIT2,11490126.04,12215732.29,10551830.12,8427617.256,10671326.43
Q8WWQ0,PHIP,3891092.026,3241717.22,3382975.479,2718320.369,3308526.274
Q9NR46,SH3GLB2,2685591.819,3445849.226,3224138.466,3330288.621,3171467.033
P41221,WNT5A,1653223.694,1080481.493,777212.7828,918277.8647,1107298.959
O00754,MAN2B1,35814539.84,41926548.36,54702246.32,62965734.1,48852267.15
Q9BTE3,MCMBP,8377120.254,10225215.9,8495858.642,8371065.492,8867315.072
P53602,MVD,7802588.905,16788462.06,17657098.97,16643534.88,14722921.2
Q14919,DRAP1,2042546.596,1998534.588,2152816.518,1996623.813,2047630.379
Q9BTY7,FAM203B; FAM203A; HGH1,3600067.176,2629577.41,4837655.721,3746813.521,3703528.457
Q6GYQ0,RALGAPA1,213898.0832,473901.0544,836010.5942,1096344.358,655038.5223
Q5BJD5,TMEM41B,2292205.466,490600.2038,301868.6559,326754.1907,852857.129
Q9UPM8,AP4E1,879404.2593,873021.1176,770205.2735,910448.4423,858269.7732
Q01831,XPC,1745504.952,2348381.072,2857856.73,2700505.055,2413061.952
Q08426,EHHADH,4662952.601,6372007.054,7091596.585,6400590.289,6131786.632
Q5T2E6,C10orf76,1325948.286,1822917.032,1718030.643,1735750.244,1650661.551
P08754,GNAI3,16673724.22,19385921.96,16601689.51,13151116.03,16453112.93
Q9UHX1,PUF60,113907168.7,109623992.4,94891809.47,89466339.47,101972327.5
Q7L014,DDX46,68735369.68,71664992.09,69267841.06,70343323.19,70002881.5
O95613,PCNT,160957.2441,342889.566,0,265306.8089,192288.4048
O95340,PAPSS2,60006640.4,60746076.14,62893576.78,63571744.98,61804509.57
Q8WTW3,COG1,3620704.719,4404958.914,4952302.11,4915124.529,4473272.568
O15446,CD3EAP,2141061.12,2347692.281,1999710.408,1443089.374,1982888.296
Q96FZ7,CHMP6,10062684.23,12330449.8,11852624.25,12222042.74,11616950.25
P07203,GPX1,16714371.49,14783747.98,16614575.78,16610663.44,16180839.67
Q7Z3K3,POGZ,10484503.57,10415209.75,11718244.14,11024229.05,10910546.63
O76024,WFS1,50009830.63,53855106.52,56224431.08,59785189.32,54968639.39
Q9NYU2,UGGT1,284567625.2,301889831.4,302428002.4,276174867.2,291265081.5
O76081,RGS20,3770461.131,3323547.064,3054111.736,3201717.033,3337459.241
Q9HCM4,EPB41L5,7371413.245,6229954.266,5437160.767,5004943.401,6010867.92
Q96C19,EFHD2,53985496.48,48211147.22,44869499.91,45019871.06,48021503.67
O95758,PTBP3,6067813.868,7066540.497,8101096.467,7613395.994,7212211.707
Q9BUD6,SPON2,7790605.072,6921397.596,6205566.264,5648074.603,6641410.884
O75607,NPM3,6863290.566,6242230.796,4676391.798,3378458.126,5290092.821
Q15006,EMC2,16129050.69,26007878.8,26220472.32,26930359.12,23821940.23
Q9Y291,MRPS33,3727419.209,3372507.598,3702604.727,4960017.733,3940637.317
Q9BPW8,NIPSNAP1,37755018.8,56664856.36,77549047.67,87959995.15,64982229.49
Q9Y3B3,TMED7; TMED7-TICAM2,69406075.09,75589913.8,76462108.55,84555714.18,76503452.9
P98095,FBLN2,2311369.887,4032002.355,5799643.089,7856462.741,4999869.518
Q53FA7,TP53I3,13870931.18,18851024.95,21674670.67,23147681.09,19386076.97
P30419,NMT1,64123127.12,78530769.77,83748773.27,75268051.96,75417680.53
Q14019,COTL1,150059794.5,67952946.42,48105884.97,48631632.51,78687564.59
Q9Y296,TRAPPC4,4364730.605,6613147.773,7030525.558,6991455.726,6249964.916
O15027,SEC16A,29956181.57,30089688.56,29308191.44,31409484.23,30190886.45
P07437,TUBB,1045240137,1248793464,1328884417,1348756551,1242918642
Q9UBB6,NCDN,1148523.725,682871.2521,1100391.582,329695.487,815370.5117
P14618,PKM,4200877218,4571980479,4244821780,4179343243,4299255680
P51798,CLCN7,17690769.58,17321339.91,17209402.42,14863233.84,16771186.44
Q9NRV9,HEBP1,50745357.13,47775422.3,45349758.54,49277807.37,48287086.34
Q16798,ME3,3150409.145,5926337.416,9216432.94,11183852.65,7369258.039
Q9Y3B9,RRP15,7086181.427,7862519.918,6872960.779,7548911.312,7342643.359
Q9NYL4,FKBP11,30207977.67,27285639.6,24506613.24,25426540.72,26856692.81
Q9Y666,SLC12A7,5363299.267,7417267.597,5714990.948,5187272.287,5920707.525
Q02978,SLC25A11,73727100.09,94754704.46,120256769.3,131539534.1,105069527
Q9UQE7,SMC3,75039011.65,80699411.05,64317099.8,71600126.36,72913912.21
O15228,GNPAT,3283673.055,3679214.37,5070738.921,4599369.069,4158248.854
Q09028,RBBP4,130256185,170575601.9,181604209.9,171488925.1,163481230.5
P38571,LIPA,17405497.65,32572999.81,37944417.33,27896997.09,28954977.97
Q9Y2B0,CNPY2,70501335.1,73178049.02,70771799.95,75045971.66,72374288.93
P12268,IMPDH2,123662288.3,113492707.8,105531137.8,105221618.4,111976938.1
Q9UKM9,RALY,113996661,100164531.8,93116928.59,91881795.74,99789979.29
P50552,VASP,31462418.33,29687144.59,28436901.91,24304035.98,28472625.2
Q96PE2,ARHGEF17,7363561.186,8598593.124,8769259.639,8131753.557,8215791.876
Q9Y6K5,OAS3,36414031.88,72975152.45,74822431.33,64934300.77,62286479.11
P53621,COPA,491178472.9,513510630.2,474483896,461751535.9,485231133.7
P56199,ITGA1,63628597.03,41072381.17,31215912.53,22825875.52,39685691.56
C9JLW8,FAM195B; MCRIP1,12702875.51,12429866.95,11831429.31,11221714.17,12046471.48
Q9HA65,TBC1D17,1597108.32,2062655.644,2464535.067,2257459.702,2095439.683
P55010,EIF5,53818635.75,56398332.54,50538892.92,50617728.46,52843397.42
Q06136,KDSR,9136017.463,10772292.83,10120531.73,10230369.23,10064802.81
Q9BQE3,TUBA1C,3714173992,4178271248,4317074278,4407506851,4154256592
Q13610,PWP1,1516944.102,1840356.411,1404666.366,1197214.057,1489795.234
Q9BQ52,ELAC2,19859265.32,24948843.47,23638276.2,21417692.33,22466019.33
Q9NWZ3,IRAK4,803856.1709,559957.3451,514351.4891,1012696.608,722715.4033
Q8NC56,LEMD2,24849347.74,28893055.41,32242361.65,33920947.28,29976428.02
Q5TDH0,DDI2,1093634.337,1506410.741,865172.0918,692251.805,1039367.244
P52848,NDST1,1683663.124,1641606.177,1959149.987,1352456.323,1659218.903
P84085,ARF5,13828561.9,13637399.26,14677669.95,14925121.62,14267188.18
P61758,VBP1,19458821.29,21783513.75,20916649.03,23312289.5,21367818.39
Q92615,LARP4B,18045681.47,20506083.04,20334115.41,15964401.56,18712570.37
Q15287,RNPS1,22408785.32,27171126.69,28282633.37,28393495.99,26564010.34
Q8N653,LZTR1,581014.5275,925742.9774,1199086.333,1207416.508,978315.0865
O14787,TNPO2,10948059.22,18079500.1,21113128.15,23101115.09,18310450.64
Q14839,CHD4,117679462.5,119187797.8,107642412.3,102622209.9,111782970.6
Q9Y5J9,TIMM8B,714815.7005,1429260.683,1896430.711,1883346.134,1480963.307
O00746,NME4,6461847.156,6516310.97,6023753.595,6157918.004,6289957.431
Q8N5K1,CISD2,43858974.97,49928881.04,53801352.21,57970874.82,51390020.76
P35659,DEK,48095625.32,55540806.05,53110703.67,49242902.54,51497509.4
Q5TC84,OGFRL1,720172.2486,692262.8816,1063592.092,288199.6417,691056.7159
P40123,CAP2,24107133.96,25662874.74,24989853.05,23121204.32,24470266.52
P62826,RAN,372577938.3,390581695.6,367932715,396029462.1,381780452.8
Q14157,UBAP2L,123713084.4,121816813.6,108333731.6,101771910.2,113908884.9
Q9NRX2,MRPL17,4282875.932,5030063.433,6353189.796,5166677.561,5208201.681
O75182,SIN3B,3007486.74,2530834.597,2124873.539,1900031.731,2390806.652
O00154,ACOT7,58081809.78,89755721.85,108362026.1,112356779.3,92139084.26
O15400,STX7,25592188.44,24739219.73,23344967.19,22436359.19,24028183.64
P17050,NAGA,8901462.309,11408150.84,17724929.95,22126838.91,15040345.5
Q96A73,KIAA1191,687451.6078,1035664.538,1242351.246,1213991.481,1044864.718
O15270,SPTLC2,35770656.62,29040138.95,26934491.32,21568666.86,28328488.43
P37268,FDFT1,16823115.88,29697610.02,16043883.12,8763057.359,17831916.59
Q99798,ACO2,206394028.2,297529845.9,444796590,575973028.2,381173373.1
P50454,SERPINH1,2961225919,2559990326,2416186422,2212594283,2537499238
P50395,GDI2,390299568.3,485127593.8,490995194.2,471994118.7,459604118.7
Q9UH99,SUN2,39321124.47,23690320.42,19426339.53,18477854.57,25228909.75
Q13838,DDX39B,372793928.3,398648073.9,447912218.3,459929196,419820854.1
Q6FI81,CIAPIN1,16853293.84,17565767.34,14628383.3,11309571.86,15089254.09
Q9UNZ2,NSFL1C,63245112.46,81302453.09,78881121.58,77773425.16,75300528.07
O15173,PGRMC2,125331554.4,98305451.54,98966291.54,102402819.3,106251529.2
Q16795,NDUFA9,78459526.49,84130723.31,97063702.11,101742484.9,90349109.19
Q8WVN6,SECTM1,3901328.186,1470369.885,869363.7893,0,1560265.465
Q9UJ14,GGT7,6230703.441,6112007.405,7237528.978,7584730.742,6791242.642
Q8IXQ6,PARP9,16944274.44,23010627.05,23207212.41,23975367.87,21784370.44
Q15633,TARBP2,1003377.307,1353559.04,1573596.476,1238605.91,1292284.683
Q8N4Q0,ZADH2,1048857.67,1432457,2032749.251,1815774.089,1582459.503
P61916,NPC2,30722908.44,32897976.7,39897153.62,44089420.78,36901864.89
P35568,IRS1,0,267204.2325,544466.9583,299613.9403,277821.2828
P07108,DBI,49029139.08,78634378.03,103171925.2,89898082.22,80183381.13
Q9UK99,FBXO3,489286.5462,574968.4811,472636.4967,364905.6684,475449.2981
P51580,TPMT,1755910.022,2066125.408,2466941.266,2603590.407,2223141.776
Q9H5V8,CDCP1,18034958.07,31932620.93,30095925.8,21177319.88,25310206.17
Q69YN4,KIAA1429; VIRMA,9821172.775,8434299.565,7835314.05,7423447.57,8378558.49
Q9NXC5,MIOS,2183355.387,3048611.968,3075937.313,3179931.159,2871958.957
Q5JVF3,PCID2,10559372.85,10895487.39,10765624.39,11413387.62,10908468.06
Q8TEW0,PARD3,3867361.062,3315580.139,3279442.132,2527366.72,3247437.513
Q9Y4J8,DTNA,482274.5435,339335.9326,1491005.879,1745275.297,1014472.913
P07738,BPGM,3253706.966,3573931.485,3676619.321,5180583.771,3921210.386
P29992,GNA11,74128614.29,72487519.99,71562640.01,69484898.45,71915918.18
Q9UKJ3,GPATCH8,2749154.547,2454466.73,2312700.801,1624601.043,2285230.78
Q9UK41,VPS28,8315323.002,8842393.783,8828462.118,8599231.865,8646352.692
Q13363,CTBP1,32088896.93,37137689.3,39320763.77,41486465.16,37508453.79
Q15008,PSMD6,147055684.1,166395099,165936156.3,164216276.7,160900804
Q9BXP5,SRRT,66679627.92,63418282.55,60144729.93,59072490.68,62328782.77
P00846,ATP6,20921762.03,30892125.9,41176946.56,40624254.77,33403772.32
Q5T9L3,WLS,46182255.69,29159981.68,28954008.1,20826521.57,31280691.76
O60256,PRPSAP2,13227880.31,15843033.78,15288055.77,13465415.2,14456096.26
Q9C0E8,KIAA1715; LNPK,18969408.73,18133621.73,17432490.6,19558136.57,18523414.41
Q9NVS2,MRPS18A,8969791.584,7476085.125,7374659.294,7563723.806,7846064.952
Q9Y672,ALG6,3123066.332,3886298.226,4304702.712,4186515.322,3875145.648
Q9P121,NTM,750336.6286,735147.7111,818837.5213,593958.9861,724570.2118
Q969N2,PIGT,27328155.47,29203972.88,25868098.3,29076162.14,27869097.2
Q9Y232,CDYL,2262428.144,1625379.088,1986207.98,1769494.445,1910877.414
P25440,BRD2,2506489.915,2294138.202,2128280.586,2136642.137,2266387.71
Q16630,CPSF6,35683135.47,36252595.87,38131796.11,37757884.15,36956352.9
Q8WWK9,CKAP2,2977519.862,8035237.427,7699799.213,7982474.246,6673757.687
Q7Z5J4,RAI1,865105.8859,1358278.806,1167759.828,1076553.676,1116924.549
Q15208,STK38,5769851.572,8603590.655,9023977.066,8789987.017,8046851.578
Q6P1N9,TATDN1,5439205.402,4468850.301,3780080.163,4075802.736,4440984.65
Q9NX55,HYPK,1951271.395,2692560.622,2334535.113,2565385.689,2385938.205
Q9Y6X9,MORC2,1086488.215,1308803.987,1330823.592,949594.0056,1168927.45
O15042,U2SURP,40760381.43,33152727.97,28663264.97,26341656.68,32229507.76
Q9UEE9,CFDP1,2801758.708,3301882.525,4413011.86,4321850.981,3709626.019
P13612,ITGA4,1995862.753,1215838.2,1070768.91,1030071.097,1328135.24
Q06787,FMR1,11401686.37,14533518.45,12475485.08,12260133.45,12667705.84
Q9UBQ6,EXTL2,4741514.709,5413109.942,5451887.473,5193418.343,5199982.617
Q9NX47,5-Mar,12078070.23,12123577.65,12103960.17,12016446.75,12080513.7
Q96LZ7,FAM82A1; RMDN2,902206.1945,1099806.304,1455540.199,1900945.02,1339624.429
P20042,EIF2S2,68417197.39,84001522.81,76240291.05,77837231.6,76624060.71
Q15003,NCAPH,9727253.634,10107038.59,7607567.374,4860238.903,8075524.625
P16930,FAH,16018596.02,15836346.75,15969639.77,16795634.05,16155054.15
P23193,TCEA1,20633567.12,25005717.98,25284923.86,26646198.05,24392601.75
P49368,CCT3,460684436.2,577810860.1,600529469.8,571732092.1,552689214.5
P19440,GGT1,228370.9483,794479.6614,1532728.666,2615684.893,1292816.042
Q9Y2C4,EXOG,8316870.988,9553845.081,11177234.25,11308760.34,10089177.67
Q9Y3B4,SF3B14; SF3B6,17484306.16,16924413.52,15546320.63,15347852.22,16325723.13
Q9BXP2,SLC12A9,3578956.719,3778177.442,4368479.753,3936968.961,3915645.718
P02511,CRYAB,4068376.421,2779082.851,2151768.796,2268743.965,2816993.008
P55039,DRG2,10499423.6,12199235.23,13385598.14,13294578.62,12344708.89
Q53G44,IFI44L,469466.893,1082605.834,1469262.011,1164031.127,1046341.466
Q6P587,FAHD1,20549210.95,30296123.51,40522546.03,47369636.14,34684379.16
O43681,ASNA1,44817470.66,61737287.82,65687017.93,68797017.59,60259698.5
P46063,RECQL,101061632.9,118477293.8,134160307.5,142948652.5,124161971.7
Q712K3,UBE2R2,2968348.28,3134882.185,4006413.603,3084050.861,3298423.732
Q9UHD8,9-Sep,274327343.5,238073306.5,217516637.9,224459874.4,238594290.6
O43592,XPOT,21546723.99,25691539.49,28195679.16,27533624.18,25741891.71
Q9NVM9,ASUN; INTS13,2323863.699,2561780.669,2791733.521,3077136.846,2688628.684
O43660,PLRG1,34623388.89,38168360.87,34879967.68,36977925.89,36162410.83
Q9Y305,ACOT9,51637931.42,59449521.39,66541367.58,65325526.26,60738586.66
P11940,PABPC1,424257133.1,484005984.8,436564434.9,427614540.2,443110523.3
P22392,NME2; NME1-NME2,290290594.5,328084388.2,336424016.6,333186022,321996255.3
P40937,RFC5,9624175.481,13855717.85,13494774.97,10942093.61,11979190.48
O00442,RTCA,14015882.67,17730717.76,19947135.82,20130156.36,17955973.15
Q13459,MYO9B,22369969.59,22361737.77,20759361.84,17111505.84,20650643.76
O60704,TPST2,1093299.534,1027256.343,994848.2453,891224.9789,1001657.275
Q9Y3B7,MRPL11,26415703.56,29419680.95,30788005.16,30181506.12,29201223.95
Q92797,SYMPK,19819017.79,21716387.92,22817399.06,21460634.18,21453359.74
P61244,MAX,1739253.491,1362812.152,601179.1648,509914.3948,1053289.801
Q7L1Q6,BZW1,105722454.9,94627601.64,78431945.16,74935552.09,88429388.44
Q9NRA2,SLC17A5,6119461.806,7264801.307,7360212.199,6796248.208,6885180.88
Q92905,COPS5,35066550.58,37200019.91,38663859.46,38094529.57,37256239.88
Q08211,DHX9,632467213.3,660288185.4,648766403.4,603755154.6,636319239.2
Q8TCC3,MRPL30,3881385.822,2669541.462,3414005.623,2823117.679,3197012.646
Q6ZRS2,SRCAP,719326.7259,748656.3348,777579.979,837320.0907,770720.7826
Q9H0U4,RAB1B,20205803.43,23235951.71,25196244.62,19272237.06,21977559.2
Q01780,EXOSC10,24853128.3,28169188.33,25063368.13,21394137.92,24869955.67
P08758,ANXA5,1660199224,1738616889,1797550048,1649276237,1711410599
Q96JB5,CDK5RAP3,63026105.77,61088752.22,66130928.49,71689967.62,65483938.53
Q8NFJ5,GPRC5A,4869855.197,5696474.189,4290956.935,3422292.303,4569894.656
P08648,ITGA5,98400471.43,98655306.59,84370829.16,70040478.76,87866771.49
Q14CX7,NAA25,13560781.98,18744164.7,17192359.8,18130223.42,16906882.48
Q9BPX3,NCAPG,9296313.031,12261944.98,10578669.18,8363886.699,10125203.47
Q6P2I3,FAHD2B,105355.3639,178721.5443,689436.0431,922201.2674,473928.5547
Q7Z5G4,GOLGA7,2499833.1,3337106.315,0,1789815.749,1906688.791
Q9BVL4,SELO; SELENOO,2103655.268,1934372.375,1815227.993,1742309.901,1898891.384
Q8N999,C12orf29,1946978.254,2473828.968,2876326.09,1985879.391,2320753.176
P63167,DYNLL1,58084307.99,52725871.26,49496010.63,48875306.13,52295374
P55795,HNRNPH2,32032254.41,40057140.12,49985251.87,49302964.17,42844402.64
O60870,KIN,1901612.16,1150170.239,992838.1184,721789.2806,1191602.449
P13995,MTHFD2,37859231.12,23174533.39,18892757.68,23927738.43,25963565.15
Q9Y3C8,UFC1,8793400.173,9458004.869,9230621.87,10199673.05,9420424.99
P78559,MAP1A,230266078.1,219647253.8,197417515.3,180666386.6,206999308.5
P52209,PGD,342694372.8,388193294.3,376732223.2,363824705.1,367861148.9
Q9BT09,CNPY3,11135753.56,13371088.85,13095714.54,12361868.67,12491106.41
Q6NUK4,REEP3,1956381.163,4362635.967,4238492.714,4029382.753,3646723.149
P08174,CD55,3476836.953,6050779.403,9202202.934,11883420.45,7653309.936
Q9H1E5,TMX4,8880811.278,9187969.356,10275832.11,10611501.57,9739028.578
Q8NI36,WDR36,27884528.32,32461466.2,30217352.83,26061184.51,29156132.96
Q8TDQ7,GNPDA2,2983186.129,4525804.731,5638301.329,5405784.551,4638269.185
Q9Y294,ASF1A,424848.744,739405.6449,413025.8572,448941.0607,506555.3267
Q96JG6,CCDC132; VPS50,2569000.466,3442798.91,3969918.969,3953039.647,3483689.498
Q13330,MTA1,8247357.761,9068279.365,9233719.987,11649942.95,9549825.015
P27707,DCK,4473270.363,5748369.969,4539494.664,4222014.191,4745787.297
P04424,ASL,6071102.829,5857570.885,6454679.949,7090027.591,6368345.314
O15258,RER1,48433009.67,50345269.86,51635782.92,49099095.59,49878289.51
Q8IYB5,SMAP1,4918291.891,5582781.181,5004464.669,4879600.348,5096284.522
Q9NRX1,PNO1,10429299.55,7849267.563,4794835.982,5167047.374,7060112.618
Q15233,NONO,310440101.8,213402809.8,198495504.8,191995530.8,228583486.8
P61088,UBE2N,142501326.5,161375652.1,156972428.7,163091386.2,155985198.4
Q5XKP0,C19orf70,2324759.833,3003524.703,4173708.336,4301159.811,3450788.171
Q9P2T1,GMPR2,5336425.783,8125742.281,7716609.059,7620144.353,7199730.369
Q8NEU8,APPL2,10475509.91,8435099.896,7948078.27,6544833.028,8350880.276
