accession,genename,GOIDs,localizations,organism,type
Q96EN8,MOCOS,GO:0005829; GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0032324; GO:0043545; GO:0102867,,Homo sapiens (Human),Background Only
Q6PHR2,ULK3,GO:0000045; GO:0000407; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0006914; GO:0010506; GO:0016020; GO:0045879; GO:0045880; GO:0046777; GO:0090398; GO:0097542,Cytoplasm,Homo sapiens (Human),Background Only
Q96RT7,TUBGCP6,GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0008017; GO:0008274; GO:0008275; GO:0016020; GO:0031122; GO:0043015; GO:0051225; GO:0051321; GO:0051415,Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome,Homo sapiens (Human),Background Only
Q05655,PRKCD,GO:0002223; GO:0004672; GO:0004674; GO:0004697; GO:0004699; GO:0004715; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0005911; GO:0006468; GO:0006915; GO:0007049; GO:0007165; GO:0008047; GO:0008631; GO:0010469; GO:0016064; GO:0016363; GO:0016572; GO:0018105; GO:0018107; GO:0019899; GO:0019900; GO:0019901; GO:0023021; GO:0030168; GO:0030837; GO:0032079; GO:0032091; GO:0032147; GO:0032613; GO:0032615; GO:0032930; GO:0032956; GO:0034351; GO:0035307; GO:0035556; GO:0035578; GO:0038096; GO:0042100; GO:0042119; GO:0042307; GO:0042742; GO:0043312; GO:0043407; GO:0043488; GO:0043560; GO:0046627; GO:0046872; GO:0048471; GO:0050728; GO:0050732; GO:0050821; GO:0051490; GO:0060326; GO:0060333; GO:0070062; GO:0070301; GO:0071447; GO:0090331; GO:0090398; GO:1900163; GO:1904385; GO:2000304; GO:2000753; GO:2000755; GO:2001022; GO:2001235,Cytoplasm; Perinuclear region; Nucleus; Cell membrane,Homo sapiens (Human),Background Only
Q9Y2W2,WBP11,GO:0000398; GO:0003697; GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0006364; GO:0043231; GO:0045292; GO:0050699,Nucleus; Cytoplasm,Homo sapiens (Human),Background Only
Q9NUU6,OTULINL,GO:0005737; GO:0006508; GO:0042406,Cytoplasm; Endoplasmic reticulum membrane; Nucleus envelope,Homo sapiens (Human),Background Only
Q68EM7,ARHGAP17,GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005923; GO:0007015; GO:0007165; GO:0017124; GO:0017156; GO:0032956; GO:0048365; GO:0051056,Membrane; Cytoplasm; Cell junction; Tight junction,Homo sapiens (Human),Background Only
Q9NPQ8,RIC8A,GO:0001701; GO:0001944; GO:0001965; GO:0005085; GO:0005096; GO:0005737; GO:0005886; GO:0007186; GO:0007193; GO:0008542; GO:0042074; GO:0070586; GO:0071711,Cytoplasm; Cell membrane,Homo sapiens (Human),Background Only
O43395,PRPF3,GO:0000244; GO:0000375; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005829; GO:0006397; GO:0008380; GO:0015030; GO:0016607; GO:0042802; GO:0046540; GO:0071005,Nucleus; Nucleus speckle,Homo sapiens (Human),Background Only
Q6PI47,KCTD18,GO:0051260,,Homo sapiens (Human),Background Only
Q03001,DST,GO:0000226; GO:0003779; GO:0005178; GO:0005198; GO:0005509; GO:0005604; GO:0005634; GO:0005635; GO:0005737; GO:0005789; GO:0005829; GO:0005882; GO:0005925; GO:0005938; GO:0007010; GO:0007155; GO:0007229; GO:0008017; GO:0008022; GO:0008090; GO:0009611; GO:0009925; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0030011; GO:0030018; GO:0030056; GO:0030424; GO:0031122; GO:0031252; GO:0031410; GO:0031581; GO:0031673; GO:0035371; GO:0042060; GO:0042803; GO:0045104; GO:0045111; GO:0048870; GO:0051010; GO:1904115,Cytoplasm; Cytoskeleton; Stress fiber; Cell projection; Axon; Myofibril; Sarcomere; Z line; H zone; Cell junction; Hemidesmosome; Nucleus; Nucleus envelope; Membrane; Endoplasmic reticulum membrane; Cell cortex; Cell membrane,Homo sapiens (Human),Background Only
Q96J92,WNK4,GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005923; GO:0006468; GO:0006811; GO:0006821; GO:0008104; GO:0010766; GO:0016020; GO:0019869; GO:0019870; GO:0032414; GO:0035556; GO:0050794; GO:0050801; GO:0070294; GO:0072156; GO:0090188; GO:1903288; GO:2000651,Cell junction; Tight junction,Homo sapiens (Human),Background Only
P13639,EEF2,GO:0002039; GO:0002244; GO:0002931; GO:0003009; GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006414; GO:0007568; GO:0008097; GO:0014009; GO:0016020; GO:0016235; GO:0019901; GO:0032355; GO:0034774; GO:0034976; GO:0035914; GO:0042542; GO:0042788; GO:0043022; GO:0043312; GO:0045121; GO:0045202; GO:0045296; GO:0045471; GO:0045727; GO:0051015; GO:0051593; GO:0070062; GO:1904813; GO:1990416; GO:1990904; GO:2000767,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
O95671,ASMTL,GO:0005829; GO:0008171; GO:0009117; GO:0035529; GO:0047429,,Homo sapiens (Human),Background Only
Q6NW34,NEPRO,GO:0005634; GO:0005730; GO:0045665; GO:0045747,Nucleus; Nucleolus,Homo sapiens (Human),Background Only
Q9NVA2,SEPTIN11,GO:0001725; GO:0003924; GO:0005525; GO:0005940; GO:0015630; GO:0030054; GO:0030424; GO:0031105; GO:0043197; GO:0050807; GO:0051291; GO:0061640; GO:0098978; GO:0098982; GO:0099629,Cytoplasm; Cytoskeleton; Cell junction; Synapse; Cell projection; Dendritic spine; Axon,Homo sapiens (Human),Background Only
P21580,TNFAIP3,GO:0001922; GO:0002020; GO:0002237; GO:0002634; GO:0002677; GO:0003677; GO:0004842; GO:0004843; GO:0005634; GO:0005737; GO:0005764; GO:0005829; GO:0006915; GO:0006954; GO:0007010; GO:0008270; GO:0010803; GO:0016477; GO:0016579; GO:0019900; GO:0030177; GO:0031397; GO:0032088; GO:0032480; GO:0032495; GO:0032703; GO:0032715; GO:0032720; GO:0034136; GO:0034140; GO:0034144; GO:0034148; GO:0035523; GO:0035871; GO:0036459; GO:0042802; GO:0043124; GO:0043130; GO:0043231; GO:0043621; GO:0045732; GO:0045736; GO:0045779; GO:0045824; GO:0048662; GO:0050691; GO:0050713; GO:0050728; GO:0050869; GO:0051259; GO:0061043; GO:0061578; GO:0070062; GO:0070301; GO:0070423; GO:0070429; GO:0070433; GO:0070530; GO:0070536; GO:0070936; GO:0071108; GO:0071222; GO:0071947; GO:0072573; GO:0072666; GO:0090291; GO:1902042; GO:1903364; GO:1990168; GO:2000347; GO:2000349; GO:2000352,Cytoplasm; Nucleus; Lysosome,Homo sapiens (Human),Background Only
Q9Y6U3,SCIN,GO:0001786; GO:0002102; GO:0003779; GO:0005509; GO:0005545; GO:0005546; GO:0005737; GO:0005886; GO:0005903; GO:0005938; GO:0008285; GO:0017156; GO:0030054; GO:0032330; GO:0042989; GO:0042995; GO:0043065; GO:0045010; GO:0045654; GO:0051014; GO:0051015; GO:0051047; GO:0051127; GO:0051693; GO:0070062,Cytoplasm; Cytoskeleton; Cell projection; Podosome,Homo sapiens (Human),Background Only
Q8NEM2,SHCBP1,GO:0005737; GO:0005819; GO:0008543; GO:0030496; GO:0042169; GO:2000177,Midbody; Cytoplasm; Cytoskeleton; Spindle,Homo sapiens (Human),Background Only
P46087,NOP2,GO:0000027; GO:0003723; GO:0005654; GO:0005730; GO:0006357; GO:0008284; GO:0009383; GO:0070475; GO:1901796,Nucleus; Nucleolus,Homo sapiens (Human),Background Only
Q9HAU5,UPF2,GO:0000184; GO:0001889; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0006406; GO:0031100; GO:0035145; GO:0036464; GO:0042162; GO:0048471,Cytoplasm; Perinuclear region,Homo sapiens (Human),Background Only
Q969X6,UTP4,GO:0000462; GO:0001650; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0006355; GO:0006364; GO:0030490; GO:0030686; GO:0032040; GO:0034455,Nucleus; Nucleolus; Chromosome,Homo sapiens (Human),Background Only
Q86SR1,GALNT10,GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0016021; GO:0016266; GO:0030246; GO:0046872,Golgi apparatus membrane,Homo sapiens (Human),Background Only
P56381,ATP5F1E,GO:0000275; GO:0005743; GO:0005753; GO:0005759; GO:0006754; GO:0016787; GO:0022857; GO:0042407; GO:0042776; GO:0046933,Mitochondrion; Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q9Y6C9,MTCH2,GO:0005634; GO:0005739; GO:0005743; GO:0016020; GO:0016021; GO:0043065; GO:0070585,Mitochondrion inner membrane,Homo sapiens (Human),Both
P78410,BTN3A2,GO:0002456; GO:0005102; GO:0005886; GO:0009897; GO:0016020; GO:0016021; GO:0050776; GO:0050852; GO:0072643,Cell membrane,Homo sapiens (Human),Background Only
Q9UPN9,TRIM33,GO:0000122; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412,Nucleus,Homo sapiens (Human),Background Only
P52701,MSH6,GO:0000400; GO:0000710; GO:0000790; GO:0003682; GO:0003684; GO:0005524; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006281; GO:0006290; GO:0006298; GO:0008094; GO:0008340; GO:0008630; GO:0009411; GO:0016032; GO:0016446; GO:0016447; GO:0019899; GO:0030983; GO:0032137; GO:0032300; GO:0032301; GO:0032876; GO:0035064; GO:0036297; GO:0043231; GO:0043570; GO:0045190; GO:0045910; GO:0051096; GO:0097193,Nucleus; Chromosome,Homo sapiens (Human),Background Only
Q9NSC5,HOMER3,GO:0005737; GO:0005829; GO:0005886; GO:0006605; GO:0007216; GO:0014069; GO:0030054; GO:0030425; GO:0032703; GO:0035256; GO:0042802; GO:0043005; GO:0045211; GO:0070885; GO:2001256,Cytoplasm; Cell junction; Synapse; Postsynaptic cell membrane; Postsynaptic density,Homo sapiens (Human),Background Only
Q9NWQ8,PAG1,GO:0002250; GO:0005070; GO:0005886; GO:0007165; GO:0016021; GO:0035556; GO:0042169; GO:0045121; GO:0050852; GO:0050863; GO:0050868,Cell membrane,Homo sapiens (Human),Background Only
Q9UJY1,HSPB8,GO:0005622; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0034620; GO:0042802; GO:0042803; GO:0101031; GO:1900034; GO:1905337,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q9BZQ8,NIBAN1,GO:0001933; GO:0001934; GO:0005737; GO:0005829; GO:0005886; GO:0016020; GO:0034976; GO:0045727; GO:0070062,Cytoplasm; Membrane,Homo sapiens (Human),Background Only
Q9NZJ5,EIF2AK3,GO:0001501; GO:0001503; GO:0001525; GO:0002063; GO:0004672; GO:0004674; GO:0004694; GO:0005524; GO:0005737; GO:0005783; GO:0005789; GO:0006468; GO:0006919; GO:0006983; GO:0007029; GO:0010575; GO:0010628; GO:0010998; GO:0016020; GO:0017148; GO:0018105; GO:0019722; GO:0019899; GO:0019903; GO:0022626; GO:0030176; GO:0030282; GO:0030968; GO:0031018; GO:0031642; GO:0032057; GO:0034198; GO:0034976; GO:0036492; GO:0036499; GO:0042149; GO:0042802; GO:0042803; GO:0045943; GO:0046777; GO:0048009; GO:0048471; GO:0051260; GO:0051879; GO:0060734; GO:0070417; GO:1900182; GO:1902235; GO:1990737,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q92558,WASF1,GO:0003779; GO:0005741; GO:0005856; GO:0005925; GO:0006898; GO:0015629; GO:0016601; GO:0030027; GO:0030041; GO:0031209; GO:0032839; GO:0032991; GO:0051018; GO:0051388; GO:0065003; GO:0072673; GO:0097484; GO:0098794; GO:0098885; GO:0098939; GO:1990416; GO:2000601,Cytoplasm; Cytoskeleton; Cell junction; Synapse; Focal adhesion,Homo sapiens (Human),Background Only
P08572,COL4A2,GO:0001525; GO:0005201; GO:0005576; GO:0005587; GO:0005615; GO:0005788; GO:0006351; GO:0007568; GO:0014823; GO:0016525; GO:0030020; GO:0030198; GO:0031012; GO:0035987; GO:0038063; GO:0062023; GO:0070062; GO:0071560,Secreted; Extracellular space; Extracellular matrix; Basement membrane,Homo sapiens (Human),Background Only
P82664,MRPS10,GO:0005743; GO:0005763; GO:0070125; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
O43709,BUD23,GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006325; GO:0008168; GO:0016435; GO:0031167; GO:0046982; GO:0048471; GO:0070476; GO:2000234,Nucleus; Nucleoplasm; Cytoplasm; Perinuclear region,Homo sapiens (Human),Background Only
P19338,NCL,GO:0001525; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005938; GO:0008022; GO:0016020; GO:0017148; GO:0036464; GO:0042162; GO:0042802; GO:0044547; GO:0045944; GO:0048027; GO:0070062; GO:0071364; GO:1901838; GO:1990830; GO:1990904,Nucleus; Nucleolus; Cytoplasm,Homo sapiens (Human),Background Only
P09429,HMGB1,GO:0000122; GO:0000400; GO:0000405; GO:0000790; GO:0000793; GO:0001530; GO:0001773; GO:0001786; GO:0002218; GO:0002224; GO:0002407; GO:0002437; GO:0002643; GO:0002840; GO:0003684; GO:0003690; GO:0003697; GO:0003713; GO:0003723; GO:0005125; GO:0005178; GO:0005576; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005793; GO:0006265; GO:0006309; GO:0006310; GO:0006338; GO:0006342; GO:0006357; GO:0006914; GO:0006954; GO:0007204; GO:0008134; GO:0008301; GO:0009986; GO:0010469; GO:0010506; GO:0010508; GO:0016829; GO:0017053; GO:0017055; GO:0019958; GO:0031175; GO:0032072; GO:0032392; GO:0032425; GO:0032502; GO:0032689; GO:0032733; GO:0032735; GO:0032755; GO:0032760; GO:0033151; GO:0034165; GO:0034774; GO:0035711; GO:0035868; GO:0042056; GO:0042104; GO:0043065; GO:0043277; GO:0043280; GO:0043312; GO:0043371; GO:0043388; GO:0043410; GO:0043536; GO:0043537; GO:0044212; GO:0045063; GO:0045087; GO:0045089; GO:0045944; GO:0046330; GO:0050716; GO:0050718; GO:0050786; GO:0051103; GO:0051106; GO:0060326; GO:0070182; GO:0070374; GO:0070491; GO:0071222; GO:0090026; GO:0097100; GO:0097350; GO:1901224; GO:1902741; GO:1904813; GO:1905564; GO:1990774; GO:2000426; GO:2000778; GO:2001200,Nucleus; Chromosome; Cytoplasm; Secreted; Cell membrane; Endosome; Endoplasmic reticulum-Golgi intermediate compartment,Homo sapiens (Human),Background Only
Q9HD45,TM9SF3,GO:0016020; GO:0016021; GO:0072657,Membrane,Homo sapiens (Human),Background Only
P11117,ACP2,GO:0001501; GO:0003993; GO:0005764; GO:0005765; GO:0007040; GO:0016020; GO:0016021; GO:0043202; GO:0070062,Lysosome membrane; Lysosome lumen,Homo sapiens (Human),Background Only
P55809,OXCT1,GO:0005654; GO:0005739; GO:0005759; GO:0007420; GO:0007507; GO:0007584; GO:0008260; GO:0009725; GO:0014823; GO:0035774; GO:0042182; GO:0042594; GO:0042803; GO:0045471; GO:0046950; GO:0046952; GO:0060612,Mitochondrion matrix,Homo sapiens (Human),Background Only
Q5JTW2,CEP78,GO:0000086; GO:0005813; GO:0005814; GO:0005829; GO:0010389; GO:0036064; GO:0044782; GO:0097711,Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Centriole; Cilium basal body,Homo sapiens (Human),Background Only
P07686,HEXB,GO:0001501; GO:0001669; GO:0004563; GO:0005576; GO:0006687; GO:0006689; GO:0006874; GO:0007040; GO:0007341; GO:0007605; GO:0007626; GO:0008049; GO:0008360; GO:0008375; GO:0008654; GO:0009313; GO:0016020; GO:0019915; GO:0030207; GO:0030214; GO:0035578; GO:0042340; GO:0042552; GO:0042582; GO:0042803; GO:0043202; GO:0043312; GO:0043615; GO:0044267; GO:0045944; GO:0046982; GO:0048477; GO:0050885; GO:0070062; GO:0102148,Lysosome,Homo sapiens (Human),Background Only
Q5T7W0,ZNF618,GO:0003677; GO:0005634; GO:0006357; GO:0046872,Nucleus,Homo sapiens (Human),Background Only
Q14849,STARD3,GO:0005737; GO:0005739; GO:0005765; GO:0005829; GO:0006629; GO:0006700; GO:0006701; GO:0006839; GO:0008202; GO:0008203; GO:0015485; GO:0016021; GO:0030301; GO:0031902; GO:0042803; GO:0044232; GO:0099044; GO:0140284,Late endosome membrane,Homo sapiens (Human),Background Only
P08253,MMP2,GO:0001525; GO:0001666; GO:0001955; GO:0001957; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0005634; GO:0005739; GO:0005886; GO:0006508; GO:0007566; GO:0008237; GO:0008270; GO:0019221; GO:0022617; GO:0030017; GO:0030198; GO:0030574; GO:0034614; GO:0035987; GO:0044267; GO:0048013; GO:0048771; GO:0060325; GO:0060346; GO:0062023; GO:0071230; GO:1904645; GO:1904707,Secreted; Extracellular space; Extracellular matrix; Membrane; Nucleus; Cytoplasm; Mitochondrion,Homo sapiens (Human),Background Only
O95822,MLYCD,GO:0002931; GO:0005737; GO:0005739; GO:0005759; GO:0005777; GO:0005782; GO:0005829; GO:0006085; GO:0006625; GO:0006633; GO:0006637; GO:0010906; GO:0019395; GO:0031998; GO:0042802; GO:0046321; GO:0050080; GO:2001294,Cytoplasm; Mitochondrion matrix; Peroxisome; Peroxisome matrix,Homo sapiens (Human),Background Only
Q8TEA8,DTD1,GO:0000049; GO:0002161; GO:0003677; GO:0005730; GO:0005737; GO:0005829; GO:0006260; GO:0006399; GO:0046872; GO:0051500,Nucleus; Cytoplasm,Homo sapiens (Human),Background Only
Q9H2D1,SLC25A32,GO:0005739; GO:0005743; GO:0006544; GO:0008517; GO:0015230; GO:0015884; GO:0016021; GO:0046655; GO:1904947,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
O75794,CDC123,GO:0005737; GO:0007050; GO:0008284; GO:0045948; GO:0051301; GO:1905143,Cytoplasm,Homo sapiens (Human),Background Only
Q9P2B2,PTGFRN,GO:0005789; GO:0005794; GO:0009986; GO:0014905; GO:0016021; GO:0034389,Endoplasmic reticulum membrane; Golgi apparatus; trans-Golgi network membrane,Homo sapiens (Human),Background Only
Q9ULF5,SLC39A10,GO:0002903; GO:0005385; GO:0005887; GO:0006882; GO:0030890; GO:0050861; GO:0071578; GO:1903615,Membrane,Homo sapiens (Human),Background Only
Q12788,TBL3,GO:0000462; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0032040; GO:0034388,Nucleus; Nucleolus,Homo sapiens (Human),Background Only
O94782,USP1,GO:0001501; GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0006282; GO:0006511; GO:0008233; GO:0009411; GO:0016579; GO:0035520; GO:0036297; GO:0036459; GO:0042769,Nucleus,Homo sapiens (Human),Background Only
Q9NP97,DYNLRB1,GO:0003777; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005929; GO:0007018; GO:0007632; GO:0016020; GO:0035735; GO:0045505; GO:0097542,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
Q5R372,RABGAP1L,GO:0005096; GO:0005634; GO:0005769; GO:0005794; GO:0006886; GO:0006897; GO:0017137; GO:0032880; GO:0090630,Cytoplasmic vesicle; Early endosome; Golgi apparatus,Homo sapiens (Human),Background Only
Q96RQ3,MCCC1,GO:0002169; GO:0004075; GO:0004485; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006552; GO:0006768; GO:0009083; GO:0009374; GO:0046872; GO:0051291; GO:1905202,Mitochondrion matrix,Homo sapiens (Human),Background Only
P48729,CSNK1A1,GO:0000777; GO:0000902; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005929; GO:0006468; GO:0007030; GO:0007049; GO:0007165; GO:0007166; GO:0016020; GO:0016055; GO:0016301; GO:0016607; GO:0018105; GO:0018107; GO:0030877; GO:0032436; GO:0036064; GO:0045104; GO:0051301; GO:0090090; GO:1904424; GO:1904885; GO:1904886; GO:1990904,Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Chromosome; Centromere; Kinetochore; Nucleus speckle; Cilium basal body,Homo sapiens (Human),Background Only
Q9NZN3,EHD3,GO:0001881; GO:0003676; GO:0005509; GO:0005524; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0005925; GO:0007596; GO:0010008; GO:0015031; GO:0020018; GO:0030139; GO:0032456; GO:0034498; GO:0048471; GO:0051260; GO:0055038; GO:0055117; GO:0060271; GO:0072659; GO:0086036; GO:0090160; GO:1901387; GO:1903358; GO:1903779,Recycling endosome membrane; Cell membrane; Cell projection; Cilium membrane,Homo sapiens (Human),Background Only
O75369,FLNB,GO:0001725; GO:0003334; GO:0003382; GO:0003723; GO:0003779; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005903; GO:0005925; GO:0005938; GO:0007016; GO:0007165; GO:0007519; GO:0015629; GO:0016021; GO:0030018; GO:0030036; GO:0042802; GO:0043005; GO:0043025; GO:0045296; GO:0045335; GO:0070062; GO:0071346,Cytoplasm; Cell cortex; Cytoskeleton; Stress fiber; Myofibril; Sarcomere; Z line,Homo sapiens (Human),Both
P36542,ATP5F1C,GO:0000275; GO:0003723; GO:0005739; GO:0005743; GO:0005753; GO:0005759; GO:0006119; GO:0006754; GO:0015986; GO:0016020; GO:0022857; GO:0042407; GO:0042776; GO:0046933,Mitochondrion inner membrane,Homo sapiens (Human),Both
Q16394,EXT1,GO:0000139; GO:0001501; GO:0001503; GO:0005783; GO:0005789; GO:0005794; GO:0006024; GO:0006486; GO:0007165; GO:0007369; GO:0007411; GO:0007492; GO:0007498; GO:0008375; GO:0015012; GO:0015014; GO:0015020; GO:0016021; GO:0016757; GO:0021772; GO:0030176; GO:0033692; GO:0042328; GO:0042803; GO:0046872; GO:0046982; GO:0050508; GO:0050509; GO:0072498,Endoplasmic reticulum membrane; Golgi apparatus membrane,Homo sapiens (Human),Background Only
Q9UDT6,CLIP2,GO:0005875; GO:0005881; GO:0008017; GO:0035371; GO:0051010,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
Q9NUM4,TMEM106B,GO:0005764; GO:0005765; GO:0005768; GO:0007040; GO:0007041; GO:0016021; GO:0031902; GO:0032418; GO:0048813; GO:1900006,Late endosome membrane; Lysosome membrane; Membrane,Homo sapiens (Human),Background Only
Q9BYV8,CEP41,GO:0000086; GO:0005813; GO:0005814; GO:0005829; GO:0005929; GO:0010389; GO:0015031; GO:0016020; GO:0018095; GO:0036064; GO:0060271; GO:0097711,Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cell projection; Cilium; Cilium basal body,Homo sapiens (Human),Background Only
Q14684,RRP1B,GO:0000791; GO:0000792; GO:0001652; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0006397; GO:0006915; GO:0008380; GO:0010923; GO:0030687; GO:0030688; GO:0034260; GO:0043065; GO:0043484; GO:0043923; GO:0045944; GO:0098586,Nucleus; Nucleolus; Nucleoplasm; Chromosome,Homo sapiens (Human),Background Only
Q08431,MFGE8,GO:0001525; GO:0001786; GO:0005178; GO:0005576; GO:0005615; GO:0005788; GO:0006910; GO:0006911; GO:0007155; GO:0007338; GO:0008429; GO:0009897; GO:0016020; GO:0019897; GO:0043277; GO:0043687; GO:0044267; GO:0050766; GO:0062023; GO:0070062; GO:1903561,Membrane; Secreted,Homo sapiens (Human),Background Only
